Food counter 	Food type	Sub-category	Region	Year of study	Report type	"kg CO2-eq/kg produce, BFM or L after conversion"	Notes (conventional farming assumed unless stated)	Reference	reference number
Meat Counter	Beef	Ruminants	France	2011	Journal	23.80	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	0895
Meat Counter	Beef	Ruminants	lativia	2011	Journal	23.80	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	0896
Meat Counter	Beef	Ruminants	Denmark	2014	Conference	24.02	100% outdoor 	"Mogensen, L., T. Kristensen, M. T. Knudsen, J. Hermansen, M. Vestergaard and N. I. Nielsen (2014). A method to handle emissions related to manure production in LCAs with an example from a steer production system. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 853-857."	0897
Meat Counter	Beef	Ruminant 	France	2014	Conference	24.04	"biophysical, mean AGRIBALYSE® "	"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. l. Tocqueville, V. Colomb and H. M. G. v. d. Werf (2014). Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1154-1162."	0898
Meat Counter	Beef	Ruminants	United Kingdom	2010	EPD	24.06	beef mince in store	"The Co-operative Group (2010). The Co-operative Group Sustainability Report 2010. Manchester, The Co-operative Group Limited."	0899
Meat Counter	Beef	Ruminant 	France	2014	Conference	24.25	"biophysical, mean AGRIBALYSE® "	"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. l. Tocqueville, V. Colomb and H. M. G. v. d. Werf (2014). Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1154-1162."	0900
Meat Counter	Beef	Ruminants	Germany	2011	Journal	24.30	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	0901
Meat Counter	Beef	Ruminants	Norway	2012	Journal	24.31		"Roer, A. G., A. Korsaeth, A. Johansen, A. K. Bakken, K. Daugstad, G. Fystro, T. M. Henriksen and A. H. Strømman (2012). The carbon footprint of producing milk, bovine meat and grain under heterogeneous conditions in Norway. 8th International Conference on LCA in the Agri-food Sector. Michael S Corson and H. M. G. vanderWerf. Saint Malo France, INRA."	0902
Meat Counter	Beef	Ruminant	Australia	2014	Conference	24.35	hybrid utiilisation protien	"Wiedemann, S. and M. Yan (2014). Livestock meat processing: inventory data and methods for handling co-production for major livestock species and meat products. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1512-1520."	0903
Meat Counter	Beef	Ruminants	Australia	2011	Journal	24.49	Qld Arcadia Valley (finished steers)	"Eady, S., J. Viner and J. MacDonnell (2011b). ""On-farm greenhouse gas emissions and water use: Case studies in the Queensland beef industry."" Animal Production Science 51(8): 667-681."	0904
Meat Counter	Beef	Ruminants	Italy	2013	EPD	24.70	5 - adult cattle grazing in ireland - industry standard meat of adult bovine irish produced by kepák	"Benatti, L., B. Biolatti, S. Cinotti, C. Federici, C. Montanari, Kees, d. Roest, D. Rama, N. Brina, S. Daga, V. Mazzini, M. Zuchi, M. Marino and S. Pignatelli (2013). The sustainability of beef to coop market. Italy, coop."	0905
Meat Counter	Beef	Ruminants	EU Netherlands	2012	Journal	24.96	grass silage based dairy and beef production	"Bonesmo, H., K. A. Beauchemin, O. M. Harstad and A. O. Skjelvåg (2013). ""Greenhouse gas emission intensities of grass silage based dairy and beef production: A systems analysis of Norwegian farms."" Livestock Science 152(2–3): 239-252."	0906
Meat Counter	Beef	Ruminants	Other imported	2014	Journal	25.00	"cCalves from milk production, extensive"	"Hallström, E., E. Röös and P. Börjesson (2014). ""Sustainable meat consumption: A quantitative analysis of nutritional intake, greenhouse gas emissions and land use from a Swedish perspective."" Food Policy 47(0): 81-90."	0907
Meat Counter	Beef	Ruminants	Australia	2011	Conference	25.20		"Eady, S. J., P. Sanguansri, R. Bektash, B. Ridoutt, L. Simons and P. Swiergon (2011a). Carbon footprint for Australian agricultural products and downstream food products in the supermarket. ALCAS. Melbourne, ALCAS."	0908
Meat Counter	Beef	Ruminants	Brazil	2012	Journal	25.40		"Schroeder, R., L. K. Aguiar and R. Baines (2012). ""Carbon Footprint in Meat Production and Supply Chains."" Journal of Food Science and Engineering 2: 652-665."	0909
Meat Counter	Beef	Ruminants	Norway	2013	Journal	25.61		"Roer, A.-G., A. Johansen, A. K. Bakken, K. Daugstad, G. Fystro and A. H. Strømman (2013). ""Environmental impacts of combined milk and meat production in Norway according to a life cycle assessment with expanded system boundaries."" Livestock Science 155(2–3): 384-396."	0910
Meat Counter	Beef	Ruminants	Usa	2012	Journal	25.61	partial life cycle assessment (LCA) conducted using the Integrated Farm System Model (IFSM) 	"Stackhouse-Lawson, K. R., C. A. Rotz, J. W. Oltjen and F. M. Mitloehner (2012). ""Carbon footprint and ammonia emissions of California beef production systems."" Journal of Animal Science 90(12): 4641-4655."	0911
Meat Counter	Beef	Ruminants	United Kingdom	2014	Conference	25.75		"Chatterton, J., A. Williams, G. Hateley, A. Curwen and J. Elliott (2014). A systems-LCA approach to modelling the impact of improvements in cattle health on greenhouse gas emissions. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 203-207."	0912
Meat Counter	Beef	Ruminants	EU	2011	Journal	25.76	2 yr dairy bull/calf (steer)	"Nguyen, T. L. T., J. E. Hermansen and L. Mogensen (2010). ""Environmental consequences of different beef production systems in the EU."" Journal of Cleaner Production 18(8): 756-766."	0913
Meat Counter	Beef	Ruminants	Belgium	2011	Journal	25.80	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	0914
Meat Counter	Beef	Ruminants	switzerland	2012	Conference	26.00		"Mieleitner, J., M. Alig, F. Grandl, T. Nemecek and G. r. Gaillard (2012). Environmental impact of beef – role of slaughtering, meat processing and transport. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes."	0915
Meat Counter	Beef	Ruminant	Australia	2014	Conference	26.05	system expansion	"Wiedemann, S. and M. Yan (2014). Livestock meat processing: inventory data and methods for handling co-production for major livestock species and meat products. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1512-1520."	0916
Meat Counter	Beef	Ruminants	United Kingdom	2011	Journal	26.30	conventional	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	0917
Meat Counter	Beef	Ruminants	United Kingdom	2014	Conference	26.33		"Chatterton, J., A. Williams, G. Hateley, A. Curwen and J. Elliott (2014). A systems-LCA approach to modelling the impact of improvements in cattle health on greenhouse gas emissions. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 203-207."	0918
Meat Counter	Beef	Ruminants	Norway	2013	Journal	26.61		"Roer, A.-G., A. Johansen, A. K. Bakken, K. Daugstad, G. Fystro and A. H. Strømman (2013). ""Environmental impacts of combined milk and meat production in Norway according to a life cycle assessment with expanded system boundaries."" Livestock Science 155(2–3): 384-396."	0919
Meat Counter	Beef	Ruminants	Canada W. 	2010	Journal	26.82	feedlot	"Beauchemin, K. A., H. H. Janzen, S. M. Little, T. A. McAllister and S. M. McGinn (2011). ""Mitigation of greenhouse gas emissions from beef production in western Canada – Evaluation using farm-based life cycle assessment."" Animal Feed Science and Technology 166: 663-677."	0920
Meat Counter	Beef	Ruminants	Ireland	2006	Journal	26.82	mass based	"Casey, J. W. and N. M. Holden (2006). ""Quantification of GHG emissions from sucker-beef production in Ireland."" Agricultural Systems 90(1–3): 79-98."	0921
Meat Counter	Beef	Ruminants	USA Mid-West	2003	Report	26.82	feedlot	"Johnson, D., H. Phetteplace, A. Seidl, U. Schneider and B. McCarl (2003). Management Variations for U.S. Beef Production Systems: Effects on Greenhouse Gas Emissions and China. 3rd International Methane and Nitrous Oxide Mitigation Conference, Beijing, China,, China Coal Information Institute."	0922
Meat Counter	Beef	Ruminants	Denmark	2014	Conference	26.90	indoor deep litter	"Mogensen, L., T. Kristensen, M. T. Knudsen, J. Hermansen, M. Vestergaard and N. I. Nielsen (2014). A method to handle emissions related to manure production in LCAs with an example from a steer production system. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 853-857."	0923
Meat Counter	Beef	Ruminants	Germany	2012	Conference	26.93		"Mieleitner, J., M. Alig, F. Grandl, T. Nemecek and G. r. Gaillard (2012). Environmental impact of beef – role of slaughtering, meat processing and transport. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes."	0924
Meat Counter	Beef	Ruminants	Australia	2014	Journal	27.00	"North coast weaners, grass "	"Ridoutt, B. G., G. Page, K. Opie, J. Huang and W. Bellotti (2014). ""Carbon, water and land use footprints of beef cattle production systems in southern Australia."" Journal of Cleaner Production 73(0): 24-30."	0925
Meat Counter	Beef	Ruminants	Australia (NSW)	2011	Journal	27.00	"North coast weaners,grass fattened and feedlot finished 2yo steers Casino Glen Innes Rangers Valley"	"Ridoutt, B. G., P. Sanguansri and G. S. Harper (2011). ""Comparing Carbon and Water Footprints for Beef Cattle Production in Southern Australia."" Sustainability 3."	0926
Meat Counter	Beef	Ruminant	Australia	2014	Conference	27.05	economic allocation	"Wiedemann, S. and M. Yan (2014). Livestock meat processing: inventory data and methods for handling co-production for major livestock species and meat products. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1512-1520."	0927
Meat Counter	Beef	Ruminants	Italy	2011	Journal	27.30	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	0928
Meat Counter	Beef	Ruminants	Ireland	2011	Journal	27.33	bull beef high stocking	"Foley, P. A., P. Crosson, D. K. Lovett, T. M. Boland, F. P. O’Mara and D. A. Kenny (2011). ""Whole-farm systems modelling of greenhouse gas emissions from pastoral suckler beef cow production systems."" Agriculture, Ecosystems & Environment 142(3–4): 222-230."	0929
Meat Counter	Beef	Ruminants	W  Europe	2013	Report	27.34		"Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO)."	0930
Meat Counter	Beef	Ruminants	France	2012	Conference	27.41	calf to beef steers 30 months old	"Dolle_, J. B., A. Gac, V. Manneville, S. Moreau and E. Lorinquer (2012). Life cycle assessment on dairy and beef cattle farms in France. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes."	0931
Meat Counter	Beef	Ruminants	Norway	2012	Journal	27.77		"Roer, A. G., A. Korsaeth, A. Johansen, A. K. Bakken, K. Daugstad, G. Fystro, T. M. Henriksen and A. H. Strømman (2012). The carbon footprint of producing milk, bovine meat and grain under heterogeneous conditions in Norway. 8th International Conference on LCA in the Agri-food Sector. Michael S Corson and H. M. G. vanderWerf. Saint Malo France, INRA."	0932
Meat Counter	Beef	Ruminants	Czech republic	2011	Journal	27.80	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	0933
Meat Counter	Beef	Ruminants	Ireland	2006	Journal	28.00	mass based	"Casey, J. W. and N. M. Holden (2006). ""Quantification of GHG emissions from sucker-beef production in Ireland."" Agricultural Systems 90(1–3): 79-98."	0934
Meat Counter	Beef	Ruminants	Sweden	2009	Report	28.00		"Cederberg, C., U. Sonesson, M. Henriksson, V. Sund and J. Davis (2009). Greenhouse gas emissions from Swedish production of meat, milk and eggs 1990 and 2005. SIK Report No 793. Sweden, SIK."	0935
Meat Counter	Beef	Ruminants	Sweden	2014	Journal	28.00	Steers from milk production	"Hallström, E., E. Röös and P. Börjesson (2014). ""Sustainable meat consumption: A quantitative analysis of nutritional intake, greenhouse gas emissions and land use from a Swedish perspective."" Food Policy 47(0): 81-90."	0936
Meat Counter	Beef	Ruminants	EU 27	2010	Report	28.00	conventional	"Leip, A., F. Weiss, T. Wassenaar, I. Perez, T. Fellmann, P. Loudjani, F. Tubiello, D. Grandgirard, S. Monni and K. Biala (2010). Evaluation of the Livestock Sector's Contribution to the EU Greenhouse Gas Emissions (GGELS), Final Report;. Ispra, Italy, Joint Research Centre, Institute for Environment and Sustainability."	0937
Meat Counter	Beef	Ruminants	France	2012	Conference	28.01	calf to beef young bulls 17 months old	"Dolle_, J. B., A. Gac, V. Manneville, S. Moreau and E. Lorinquer (2012). Life cycle assessment on dairy and beef cattle farms in France. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes."	0938
Meat Counter	Beef	Ruminants	Ireland	2011	Journal	28.30	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	0939
Meat Counter	Beef	Ruminants	United Kingdom	2012	Journal	28.40		"Schroeder, R., L. K. Aguiar and R. Baines (2012). ""Carbon Footprint in Meat Production and Supply Chains."" Journal of Food Science and Engineering 2: 652-665."	0940
Meat Counter	Beef	Ruminants	EU	2010	Journal	28.63	16 m dairy bull/calf 	"Nguyen, T. L. T., J. E. Hermansen and L. Mogensen (2010). ""Environmental consequences of different beef production systems in the EU."" Journal of Cleaner Production 18(8): 756-766."	0941
Meat Counter	Beef	Ruminants	United Kingdom	2006	Report	28.69	100% suckler	"Williams, A. G., E. Audsley and D. L. Sandars (2006). Determining the environmental burdens and resource use in the production of agricultural and horticultural commodities. Defra project report IS0205. Bedford, Cranfield and DEFRA."	0942
Meat Counter	Beef	Ruminants	Argentina	2013	EPD	28.80		"Benatti, L., B. Biolatti, S. Cinotti, C. Federici, C. Montanari, Kees, d. Roest, D. Rama, N. Brina, S. Daga, V. Mazzini, M. Zuchi, M. Marino and S. Pignatelli (2013). The sustainability of beef to coop market. Italy, coop."	0943
Meat Counter	Beef	Ruminants	Brazil	2014	EPD	29.00	feedlot	"Benatti, L., B. Biolatti, S. Cinotti, C. Federici, C. Montanari, Kees, d. Roest, D. Rama, N. Brina, S. Daga, V. Mazzini, M. Zuchi, M. Marino and S. Pignatelli (2013). The sustainability of beef to coop market. Italy, coop."	0944
Meat Counter	Beef	Ruminants	Uruguay	2011	Journal	29.00		"González, A. D., B. Frostell and A. Carlsson-Kanyama (2011). ""Protein efficiency per unit energy and per unit greenhouse gas emissions: Potential contribution of diet choices to climate change mitigation."" Food Policy 36(5): 562-570."	0945
Meat Counter	Beef	Ruminants	United Kingdom	2012	Journal	29.40		"Schroeder, R., L. K. Aguiar and R. Baines (2012). ""Carbon Footprint in Meat Production and Supply Chains."" Journal of Food Science and Engineering 2: 652-665."	0946
Meat Counter	Beef	Ruminants	France	2010	Journal	29.50		"Veysset, P., M. Lherm and D. Bébin (2010). ""Energy consumption, greenhouse gas emissions and economic performance assessments in French Charolais suckler cattle farms: Model-based analysis and forecasts."" Agricultural Systems 103(1): 41-50."	0947
Meat Counter	Beef	Ruminants	portugal	2011	Journal	29.80	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	0948
Meat Counter	Beef	Ruminants	Canada	2008	Journal	30.00		"Vergé, X. P. C., J. A. Dyer, R. L. Desjardins and D. Worth (2008). ""Greenhouse gas emissions from the Canadian beef industry."" Agricultural Systems 98(2): 126-134."	0949
Meat Counter	Beef	Ruminants	Canada west	2008	Journal	30.00	conventional	"Vergé, X. P. C., J. A. Dyer, R. L. Desjardins and D. Worth (2008). ""Greenhouse gas emissions from the Canadian beef industry."" Agricultural Systems 98(2): 126-134."	0950
Meat Counter	Beef	Ruminants	Brazil	2014	Conference	30.03	mixed	"Kamali, F. P., M. P. M. Meuwissen and A. G. J. M. O. Lansink (2014). Evaluation of beef sustainability in conventional, organic, and mixed crop-beef supply chains. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 619-627."	0951
Meat Counter	Beef	Ruminants	Brazil	2011	Journal	30.23		"Cederberg, C., U. M. Persson, K. Neovius, S. Molander and R. Clift (2011). ""Including Carbon Emissions from Deforestation in the Carbon Footprint of Brazilian Beef."" Environmental Science & Technology 45(5): 1773-1779."	0952
Meat Counter	Beef	Ruminants	France	2012	Conference	30.44	calf to weanling 9-10 months old	"Dolle_, J. B., A. Gac, V. Manneville, S. Moreau and E. Lorinquer (2012). Life cycle assessment on dairy and beef cattle farms in France. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes."	0953
Meat Counter	Beef	Ruminants	USA Mid-West 	2010	Journal	30.53	feedlot finished	"Pelletier, N., R. Pirog and R. Rasmussen (2010). ""Comparative life cycle environmental impacts of three beef production strategies in the Upper Midwestern United States."" Agricultural Systems 103(6): 380-389."	0954
Meat Counter	Beef	Ruminants	Uruguay	2014	Journal	31.00		"Hallström, E., E. Röös and P. Börjesson (2014). ""Sustainable meat consumption: A quantitative analysis of nutritional intake, greenhouse gas emissions and land use from a Swedish perspective."" Food Policy 47(0): 81-90."	0955
Meat Counter	Beef	Ruminants	Sweden	2014	Journal	31.00	Heifers from milk production	"Hallström, E., E. Röös and P. Börjesson (2014). ""Sustainable meat consumption: A quantitative analysis of nutritional intake, greenhouse gas emissions and land use from a Swedish perspective."" Food Policy 47(0): 81-90."	0956
Meat Counter	Beef	Ruminants	Sweden	2014	Journal	31.00	Suckler production (cows and off-spring)	"Hallström, E., E. Röös and P. Börjesson (2014). ""Sustainable meat consumption: A quantitative analysis of nutritional intake, greenhouse gas emissions and land use from a Swedish perspective."" Food Policy 47(0): 81-90."	0957
Meat Counter	Beef	Ruminants	Ireland	2014	Journal	31.00		"Hallström, E., E. Röös and P. Börjesson (2014). ""Sustainable meat consumption: A quantitative analysis of nutritional intake, greenhouse gas emissions and land use from a Swedish perspective."" Food Policy 47(0): 81-90."	0958
Meat Counter	Beef	Ruminants	slovenia	2011	Journal	31.10	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	0959
Meat Counter	Beef	Ruminants	Canada E	2010	Journal	31.57	conventional	"Beauchemin, K. A., H. H. Janzen, S. M. Little, T. A. McAllister and S. M. McGinn (2011). ""Mitigation of greenhouse gas emissions from beef production in western Canada – Evaluation using farm-based life cycle assessment."" Animal Feed Science and Technology 166: 663-677."	0960
Meat Counter	Beef	Ruminants	Ireland	2006	Journal	32.00	mass based	"Casey, J. W. and N. M. Holden (2006). ""Quantification of GHG emissions from sucker-beef production in Ireland."" Agricultural Systems 90(1–3): 79-98."	0961
Meat Counter	Beef	Ruminants	Japan	2007	Journal	32.00		"Ogino, A., H. Orito, K. Shimada and H. Hirooka (2007). ""Evaluating environmental impacts of the Japanese beef cow–calf system by the life cycle assessment method."" Animal Science Journal 78(4): 424-432."	0962
Meat Counter	Beef	Ruminants	Australia	2011	Journal	32.54	Qld Arcadia Valley (finished steers)	"Eady, S., J. Viner and J. MacDonnell (2011b). ""On-farm greenhouse gas emissions and water use: Case studies in the Queensland beef industry."" Animal Production Science 51(8): 667-681."	0963
Meat Counter	Beef	Ruminants	hungary	2011	Journal	32.80	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	0964
Meat Counter	Beef	Ruminants	Brazil	2014	Conference	33.12	organic	"Kamali, F. P., M. P. M. Meuwissen and A. G. J. M. O. Lansink (2014). Evaluation of beef sustainability in conventional, organic, and mixed crop-beef supply chains. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 619-627."	0965
Meat Counter	Beef	Ruminants	Poland	2011	Journal	33.30	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	0966
Meat Counter	Beef	Ruminants	Ireland	2011	Journal	33.38	bull beef average sticking	"Foley, P. A., P. Crosson, D. K. Lovett, T. M. Boland, F. P. O’Mara and D. A. Kenny (2011). ""Whole-farm systems modelling of greenhouse gas emissions from pastoral suckler beef cow production systems."" Agriculture, Ecosystems & Environment 142(3–4): 222-230."	0967
Meat Counter	Beef	Ruminants	Brazil	2014	Conference	33.74	conventional	"Kamali, F. P., M. P. M. Meuwissen and A. G. J. M. O. Lansink (2014). Evaluation of beef sustainability in conventional, organic, and mixed crop-beef supply chains. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 619-627."	0968
Meat Counter	Beef	Ruminants	United Kingdom	2012	Journal	33.85		"Schroeder, R., L. K. Aguiar and R. Baines (2012). ""Carbon Footprint in Meat Production and Supply Chains."" Journal of Food Science and Engineering 2: 652-665."	0969
Meat Counter	Beef	Ruminants	United Kingdom	2012	Journal	33.99		"Schroeder, R., L. K. Aguiar and R. Baines (2012). ""Carbon Footprint in Meat Production and Supply Chains."" Journal of Food Science and Engineering 2: 652-665."	0970
Meat Counter	Beef	Ruminants	Brazil	2013	EPD	34.10	feedlot	"Benatti, L., B. Biolatti, S. Cinotti, C. Federici, C. Montanari, Kees, d. Roest, D. Rama, N. Brina, S. Daga, V. Mazzini, M. Zuchi, M. Marino and S. Pignatelli (2013). The sustainability of beef to coop market. Italy, coop."	0971
Meat Counter	Beef	Ruminants	Oceana	2013	Report	34.53		"Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO)."	0972
Meat Counter	Beef	Ruminants	Netherlands	2011	Journal	34.60	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	0973
Meat Counter	Beef	Ruminants	Argentina	2015	EPD	35.00	feedlot	"Benatti, L., B. Biolatti, S. Cinotti, C. Federici, C. Montanari, Kees, d. Roest, D. Rama, N. Brina, S. Daga, V. Mazzini, M. Zuchi, M. Marino and S. Pignatelli (2013). The sustainability of beef to coop market. Italy, coop."	0974
Meat Counter	Beef	Ruminants	Japan	2012	Journal	35.26		"Roy, P., T. Orikasa, M. Thammawong, N. Nakamura, Q. Xu and T. Shiina (2012). ""Life cycle of meats: An opportunity to abate the greenhouse gas emission from meat industry in Japan."" Journal of Environmental Management 93(1): 218-224."	0975
Meat Counter	Beef	Ruminants	finlsnd	2011	Journal	35.80	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	0976
Meat Counter	Beef	Ruminants	Estonia	2011	Journal	36.60	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	0977
Meat Counter	Beef	Ruminants	Columbia	2016	EPD	37.00	pasture	"Benatti, L., B. Biolatti, S. Cinotti, C. Federici, C. Montanari, Kees, d. Roest, D. Rama, N. Brina, S. Daga, V. Mazzini, M. Zuchi, M. Marino and S. Pignatelli (2013). The sustainability of beef to coop market. Italy, coop."	0978
Meat Counter	Beef	Ruminants	France	2010	Journal	37.76	conventional	"Veysset, P., M. Lherm and D. Bébin (2010). ""Energy consumption, greenhouse gas emissions and economic performance assessments in French Charolais suckler cattle farms: Model-based analysis and forecasts."" Agricultural Systems 103(1): 41-50."	0979
Meat Counter	Beef	Ruminants	Ireland	2008	Report	37.92		"Blonk, H., A. Kool, B. Luske and S. d. Waart (2008). Environmental effects of protein-rich food products in the Netherlands Consequences of animal protein substitutes Gouda, Blonk Milieuadvies."	0980
Meat Counter	Beef	Ruminants	Netherlands	2011	Journal	38.30		"Ponsioen, T. C. and T. J. Blonk (2012). ""Calculating land use change in carbon footprints of agricultural products as an impact of current land use."" Journal of Cleaner Production 28(0): 120-126."	0981
Meat Counter	Beef	Ruminants	France	2010	Journal	38.85	"Ext suckler, fibre, O3f "	"Nguyen, T. T. H., H. M. G. van der Werf, M. Eugène, P. Veysset, J. Devun, G. Chesneau and M. Doreau (2012). ""Effects of type of ration and allocation methods on the environmental impacts of beef-production systems."" Livestock Science 145(1–3): 239-251."	0982
Meat Counter	Beef	Ruminants	EU	2010	Journal	39.28	suckler co calf	"Nguyen, T. L. T., J. E. Hermansen and L. Mogensen (2010). ""Environmental consequences of different beef production systems in the EU."" Journal of Cleaner Production 18(8): 756-766."	0983
Meat Counter	Beef	Ruminants	France	2010	Journal	39.28	"O3f Ext suckler, fibre"	"Nguyen, T. T. H., H. M. G. van der Werf, M. Eugène, P. Veysset, J. Devun, G. Chesneau and M. Doreau (2012). ""Effects of type of ration and allocation methods on the environmental impacts of beef-production systems."" Livestock Science 145(1–3): 239-251."	0984
Meat Counter	Beef	Ruminants	USA Mid-West	2010	Journal	39.61	pasture finished	"Pelletier, N., R. Pirog and R. Rasmussen (2010). ""Comparative life cycle environmental impacts of three beef production strategies in the Upper Midwestern United States."" Agricultural Systems 103(6): 380-389."	0985
Meat Counter	Beef	Ruminants	France	2010	Journal	39.86	"Ext suckler, maize, "	"Nguyen, T. T. H., H. M. G. van der Werf, M. Eugène, P. Veysset, J. Devun, G. Chesneau and M. Doreau (2012). ""Effects of type of ration and allocation methods on the environmental impacts of beef-production systems."" Livestock Science 145(1–3): 239-251."	0986
Meat Counter	Beef	Ruminants	France	2010	Journal	40.00	"Ext suckler, maize_"	"Nguyen, T. T. H., H. M. G. van der Werf, M. Eugène, P. Veysset, J. Devun, G. Chesneau and M. Doreau (2012). ""Effects of type of ration and allocation methods on the environmental impacts of beef-production systems."" Livestock Science 145(1–3): 239-251."	0987
Meat Counter	Beef	Ruminants	Africa (near east and north)	2013	Report	40.29		"Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO)."	0988
