Food counter 	Food type	Sub-category	Region	Year of study	Report type	"kg CO2-eq/kg produce, BFM or L after conversion"	Notes (conventional farming assumed unless stated)	Reference	reference number
Meat Counter	Pork	Non-Ruminants	Denmark	2008	Journal	6.88		"Halberg, N., J. Hermansen, I. Kristensen, J. Eriksen, N. Tvedegaard and B. Petersen (2010). ""Impact of organic pig production systems on CO2 emission, C sequestration and nitrate pollution."" Agronomy for Sustainable Development 30(4): 721-731."	1411
Meat Counter	Pork	Non-Ruminants	United Kingdom	2012	Conference	6.92		"Audsley, E. and M. Wilkinson (2012). Using a model-based LCA to explore options for reducing national greenhouse gas emissions from crop and livestock production system. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes, France."	1412
Meat Counter	Pork	Non-Ruminants	Sweden	2011	Journal	7.20	bone-free carcass	"González, A. D., B. Frostell and A. Carlsson-Kanyama (2011). ""Protein efficiency per unit energy and per unit greenhouse gas emissions: Potential contribution of diet choices to climate change mitigation."" Food Policy 36(5): 562-570."	1413
Meat Counter	Pork	Non-Ruminants	US 	2010	Journal	7.23	"Conv, low profit_"	"Pelletier, N., P. Lammers, D. Stender and R. Pirog (2010). ""Life cycle assessment of high- and low-profitability commodity and deep-bedded niche swine production systems in the Upper Midwestern United States."" Agricultural Systems 103(9): 599-608."	1414
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	7.32	"pig, outdoor run, rouge quality label, AGRIBALYSE®"	"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. l. Tocqueville, V. Colomb and H. M. G. v. d. Werf (2014). Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1154-1162."	1415
Meat Counter	Pork	Non-Ruminants	Australia	2014	Conference	7.65	hybrid utiilisation protien	"Wiedemann, S. and M. Yan (2014). Livestock meat processing: inventory data and methods for handling co-production for major livestock species and meat products. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1512-1520."	1416
Meat Counter	Pork	Non-Ruminants	France	2005	Journal	7.70	Red labela_	"Basset-Mens, C. and H. M. G. van der Werf (2005). ""Scenario-based environmental assessment of farming systems: the case of pig production in France."" Agriculture, Ecosystems & Environment 105(1‚Äì2): 127-144."	1417
Meat Counter	Pork	Non-Ruminants	corsica	2014	Conference	7.79	farm2	"Espagnol, S. and J. Demartini (2014). Environmental impacts of extensive outdoor pig production systems in Corsica. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 364-371."	1418
Meat Counter	Pork	Non-Ruminants	Asia (East and South East)	2013	Report	7.79		"Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO)."	1419
Meat Counter	Pork	Non-Ruminants	Denmark	2008	Journal	7.81		"Halberg, N., J. Hermansen, I. Kristensen, J. Eriksen, N. Tvedegaard and B. Petersen (2010). ""Impact of organic pig production systems on CO2 emission, C sequestration and nitrate pollution."" Agronomy for Sustainable Development 30(4): 721-731."	1420
Meat Counter	Pork	Non-Ruminants	Australia	2014	Conference	7.85	system expansion	"Wiedemann, S. and M. Yan (2014). Livestock meat processing: inventory data and methods for handling co-production for major livestock species and meat products. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1512-1520."	1421
Meat Counter	Pork	Non-Ruminants	US 	2010	Journal	7.93	"niche, litter, low profit "	"Pelletier, N., P. Lammers, D. Stender and R. Pirog (2010). ""Life cycle assessment of high- and low-profitability commodity and deep-bedded niche swine production systems in the Upper Midwestern United States."" Agricultural Systems 103(9): 599-608."	1422
Meat Counter	Pork	Non-Ruminants	USA	2010	Report	7.95		"Brenton, P., Edwards Jones, G. Jensen and M. Friis. (2010). Do Current Accounting Methodologies Disadvantage Developing Countries, World Bank."	1423
Meat Counter	Pork	Non-Ruminants	greece	2011	Journal	8.05		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1424
Meat Counter	Pork	Non-Ruminants	EU	2012	Journal	8.14		"Nguyen, T. L. T., J. E. Hermansen and L. Mogensen (2012). ""Environmental costs of meat production: the case of typical EU pork production."" Journal of Cleaner Production 28(0): 168-176."	1425
Meat Counter	Pork	Non-Ruminants	EU 27	2012	Conference	8.21	traditional	"Dourmad, J. Y., J. Ryschawy, T. Trousson, M. Bonneau, J. Gonzalez, H. W. J. Houwers, M. Hviid, C. Zimmer, T. L. Nguyen and L. Morgensent (2012). Evaluation of the environmental sustainability of different European pig production systems using life cycle assessmen. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes."	1426
Meat Counter	Pork	Non-Ruminants	Italy	2012	Conference	8.42		"Rugani, B., E. Neri, V. Niccolucci, F. M. Pulselli and S. Bastianoni (2012). Emergy and life-cycle sustainability of pig meat products. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes."	1427
Meat Counter	Pork	Non-Ruminants	Australia	2014	Conference	8.45	economic allocation	"Wiedemann, S. and M. Yan (2014). Livestock meat processing: inventory data and methods for handling co-production for major livestock species and meat products. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1512-1520."	1428
Meat Counter	Pork	Non-Ruminants	Australia	2010	Report	8.47	"conventional slatted floor, low grade meat"	"Wiedemann, S., E. McGahan, S. Grist and T. Grant (2010). Environmental Assessment of Two Pork Supply Chains Using Life Cycle Assessment. RIRDC Publication No. 09/176. canberra, Rural Industries Research and Development Corporation."	1429
Meat Counter	Pork	Non-Ruminants	USA	2013	Journal	8.53		"Dunkley, C. S. and K. D. Dunkley (2013). ""REVIEW - Greenhouse Gas Emissions from Livestock and Poultry, Agric Food Anal Bacteriol , 2013."" Agric. Food Anal. Bacteriol 3:17-29."	1430
Meat Counter	Pork	Non-Ruminants	W  Europe	2013	Report	8.57		"Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO)."	1431
Meat Counter	Pork	Non-Ruminants	France	2005	Journal	8.80	"Organic, French rules "	"Basset-Mens, C. and H. M. G. van der Werf (2005). ""Scenario-based environmental assessment of farming systems: the case of pig production in France."" Agriculture, Ecosystems & Environment 105(1‚Äì2): 127-144."	1432
Meat Counter	Pork	Non-Ruminants	France	2014	Conference	8.81	"pig organic, AGRIBALYSE®"	"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. l. Tocqueville, V. Colomb and H. M. G. v. d. Werf (2014). Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1154-1162."	1433
Meat Counter	Pork	Non-Ruminants	Netherlands	2010	Conference	8.98	slaughter weight	"Dolman, M. A., H. C. J. Vrolijk and I. J. M. deBoer (2010). Explaining relations between economic and life cycle assessment indicators for Dutch pig fattening farms. VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010). Bari, Italy."	1434
Meat Counter	Pork	Non-Ruminants	Australia	2010	Report	9.32	"conventional slatted floor, mass allocation"	"Wiedemann, S., E. McGahan, S. Grist and T. Grant (2010). Environmental Assessment of Two Pork Supply Chains Using Life Cycle Assessment. RIRDC Publication No. 09/176. canberra, Rural Industries Research and Development Corporation."	1435
Meat Counter	Pork	Non-Ruminants	Australia	2010	Report	9.49	"conventional slatted floor, economic allocation"	"Wiedemann, S., E. McGahan, S. Grist and T. Grant (2010). Environmental Assessment of Two Pork Supply Chains Using Life Cycle Assessment. RIRDC Publication No. 09/176. canberra, Rural Industries Research and Development Corporation."	1436
Meat Counter	Pork	Non-Ruminants	Corsica	2014	Conference	10.25	farm 1	"Espagnol, S. and J. Demartini (2014). Environmental impacts of extensive outdoor pig production systems in Corsica. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 364-371."	1437
Meat Counter	Pork	Non-Ruminants	Sth America (Latin America and Caribean)	2013	Report	11.86		"Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO)."	1438
Meat Counter	Pork	Non-Ruminants	USA	2008	Journal			"Fiala, N.,(2008). Meeting the demand: An estimation of potential future greenhouse gas emissions from meat production. Ecological Economics 67, 412-419."	1439
Meat Counter	Prawns/Shrimp	Shelfish	Thailand	2005	Thesis	5.25	farmed thai shrimp average 	"Cao, L., 2012. Farming shrimp for the future:  a sustainability analysis of shrimp farming in china, Natural Resource and Environment. University of Michigan, Michigan, p. 159."	1440
Meat Counter	Prawns/Shrimp	Shelfish	USA	2009	Report	5.90	local scale scenario US shrimp farm reticulated system	"Sun, W. (2009). Life Cycle Assessment of Indoor Recirculating Shrimp Aquaculture System. Michigan, Centre for sustainable systems University of Michigan."	1441
Meat Counter	Prawns/Shrimp	Shelfish	Netherlands	2008	Report	6.32		"Blonk, H., A. Kool, B. Luske and S. d. Waart (2008). Environmental effects of protein-rich food products in the Netherlands Consequences of animal protein substitutes Gouda, Blonk Milieuadvies."	1442
Meat Counter	Prawns/Shrimp	Shelfish	Australia NT	2014	Journal	7.20		"Farmery, A., C. Gardner, B. S. Green, S. Jennings and R. Watson (2015). ""Life cycle assessment of wild capture prawns: expanding sustainability considerations in the Australian Northern Prawn Fishery."" Journal of Cleaner Production 87(0): 96-104."	1443
Meat Counter	Prawns/Shrimp	Shelfish	artisanal to market	2011	Journal	7.76	artisanal	"Ziegler, F., A. Emanuelsson, J. L. Eichelsheim, A. Flysjö, V. Ndiaye and M. Thrane (2011). ""Extended Life Cycle Assessment of Southern Pink Shrimp Products Originating in Senegalese Artisanal and Industrial Fisheries for Export to Europe."" Journal of Industrial Ecology 15(4): 527-538."	1444
Meat Counter	Prawns/Shrimp	Shelfish	Senegal	2009	Report	7.80	artisanal	"Ziegler, F. J. L., A. Eichelsheim, A. Emanuelsson, V. Flysjo, M. Ndiaye and M. Thrane. (2009). Life cycle assessment of southern pink shrimp products from Senegal - An environmental comparison between artisanal fisheries in the Casamance region and a trawl fishery based in Dakar Fisheries and Aquaculture Circular No. 1044. Rome, FAO "	1445
Meat Counter	Prawns/Shrimp	Shelfish	Netherlands	2008	Report	9.68		"Blonk, H., A. Kool, B. Luske and S. d. Waart (2008). Environmental effects of protein-rich food products in the Netherlands Consequences of animal protein substitutes Gouda, Blonk Milieuadvies."	1446
Meat Counter	Prawns/Shrimp	Shelfish	vietnam	2014	Journal	13.10	organic	"Jonell, M. and P. J. G. Henriksson ""Mangrove–shrimp farms in Vietnam—Comparing organic and conventional systems using life cycle assessment."" Aquaculture(0)."	1447
Meat Counter	Prawns/Shrimp	Shelfish	vietnam	2014	Journal	27.30	non orgainc	"Jonell, M. and P. J. G. Henriksson ""Mangrove–shrimp farms in Vietnam—Comparing organic and conventional systems using life cycle assessment."" Aquaculture(0)."	1448
Meat Counter	Prawns/Shrimp	Shelfish	Senegal	2009	Journal	35.00	frozen	"Ziegler, F., A. Emanuelsson, J. L. Eichelsheim, A. Flysjö, V. Ndiaye and M. Thrane (2011). ""Extended Life Cycle Assessment of Southern Pink Shrimp Products Originating in Senegalese Artisanal and Industrial Fisheries for Export to Europe."" Journal of Industrial Ecology 15(4): 527-538."	1449
Meat Counter	Prawns/Shrimp	Shelfish	Senegal	2009	Report	38.00	trawled	"Ziegler, F. J. L., A. Eichelsheim, A. Emanuelsson, V. Flysjo, M. Ndiaye and M. Thrane. (2009). Life cycle assessment of southern pink shrimp products from Senegal - An environmental comparison between artisanal fisheries in the Casamance region and a trawl fishery based in Dakar Fisheries and Aquaculture Circular No. 1044. Rome, FAO "	1450
Meat Counter	Rabbit	Non-Ruminants	France	2014	Conference	3.82	biosphical	"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. l. Tocqueville, V. Colomb and H. M. G. v. d. Werf (2014). Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1154-1162."	1451
Meat Counter	Rabbit	Non-Ruminants	Australia	2011	Report	5.58	EOI	"Michael, D. (2011). Carbon Reduction Benchmarks & Strategies New animal products. RIRDC Publication No. 11/063. Sydney, Rural Industries Research and Development Corporation."	1452
Meat Counter	Rhombus	Fish Counter	Spain	2011	Journal	8.41	offshore trawling	"Iribarren, D., I. Vázquez-Rowe, A. Hospido, M. T. Moreira and G. Feijoo (2010). ""Estimation of the carbon footprint of the Galician fishing activity (NW Spain)."" Science of The Total Environment 408(22): 5284-5294."	1453
Meat Counter	Rock Fish	Fish Counter	Spain	2011	Journal	6.94	offshore long lining	"Iribarren, D., I. Vázquez-Rowe, A. Hospido, M. T. Moreira and G. Feijoo (2010). ""Estimation of the carbon footprint of the Galician fishing activity (NW Spain)."" Science of The Total Environment 408(22): 5284-5294."	1454
Meat Counter	Salmon	Fish Counter	Canada	2007	Journal	2.04	"salmon farmed, orf = organic crop ingredients/reduced fisheries ingredients."	"Pelletier, N. and P. Tyedmers (2007). ""Feeding farmed salmon: Is organic better?"" Aquaculture 272(1–4): 399-416."	1455
Meat Counter	Salmon	Fish Counter	Norway	2009	Journal	2.20	farmed	"Ellingsen, H., J. O. Olaussen and I. B. Utne (2009). ""Environmental analysis of the Norwegian fishery and aquaculture industry—A preliminary study focusing on farmed salmon."" Marine Policy 33(3): 479-488."	1456
Meat Counter	Salmon	Fish Counter	Norway	2009	Report	2.47	salmon frozen fillet to paris	"Winther, U., F. Ziegler, E. S. Hognes, A. Emanuelsson, V. Sund and H. Ellingsen (2009). Carbon footprint and energy use of Norwiegen seafood products. Trondhiem, SINTEF Fisheries and Aquaculture."	1457
Meat Counter	Salmon	Fish Counter	Norway	2009	Report	2.50	salmon fresh fillet to paris	"Winther, U., F. Ziegler, E. S. Hognes, A. Emanuelsson, V. Sund and H. Ellingsen (2009). Carbon footprint and energy use of Norwiegen seafood products. Trondhiem, SINTEF Fisheries and Aquaculture."	1458
