FoodNumber,FoodName,CO2e,CO2eRef
7658,"DIGESTIVES WITH OATS, CHOCOLATE 1/2 COATED EG HOB NOBS",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7661,"JAFFA CAKES",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7662,"COOKIES AND BISCUITS WITH CHOCOLATE",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7663,"COOKIES AND BISCUITS WITH CHOCOLATE AND NUTS",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7664,"FIG ROLLS",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7666,"HOMEMADE BISCUITS WHOLEMEAL",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7667,"GINGERNUT BISCUITS HOMEMADE",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7673,"RUSKS TEETHING",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7675,"HOT CROSS BUNS, CURRANT BUNS,  WHOLEMEAL",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7676,"CHOUX BUNS FILLED WITH FRESH CREAM NOT ICED",  296,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7677,"CHOUX BUN FILLED WITH FRESH CREAM, ICED",  296,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7678,"DOUGHNUTS WITH CONFECTIONERS CUSTARD FILLING",  296,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7679,"ICED OR GLAZED RING DOUGHNUTS",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7680,"ECLAIRS AND PROFITEROLES, CHOCOLATE ICING, FRESH CREAM FILLING, HOMEMADE",  296,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7681,"MINCE PIES S/C HALF MARG/LARD",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7682,"PINNI; DABRA",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7683,"SEVYIAAN",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7684,"STRAWBERRY TARTLETS WITH FRESH CREAM, SHORTCRUST PASTRY, PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7685,"CARROT CAKE NO ICING, HOMEMADE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7686,"CHERRY CAKE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7687,"CUPCAKES PURCHASED, ANY FLAVOUR",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7688,"COCONUT CAKE PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7689,"FAIRY CAKE, PLAIN, ICED, PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7690,"WHOLEMEAL FRUIT CAKE PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7691,"GINGERBREAD / GINGERCAKE PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7692,"WELSH CAKES",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7693,"INST. DESSERT SUGAR FREE",  158,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7694,"GATEAU CHOCOLATE (SPONGE) PURCHASED EG BLACK FOREST",  296,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7695,"CREME CARAMEL PURCHASED",  296,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7696,"CREAM DESSERTS CHOC/CARAMEL NOT FRUIT CONTAINING",  296,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7698,"CRUMBLE WHOLEMEAL ANY FRUIT",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7699,"CONFECTIONERS CUSTARD",  400,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7700,"FLAN FRUIT WITH RICH SHORTCRUST PASTRY",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7701,"FRUIT SUNDAES",  400,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7702,"JELLY MADE WITH SEMI-SKIMMED MILK",  141,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7703,"JELLY MADE WITH SKIMMED MILK",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7704,"JELLY LOW IN SUGAR MADE WITH WATER",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7705,"JELLY LOW SUGAR MADE WITH WHOLE MILK",  158,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7706,"JELLY LOW SUGAR MADE WITH SEMI-SKIMMED MILK",  141,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7707,"JELLY LOW SUGAR MADE WITH SKIMMED MILK",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7708,"LEMON MERINGUE PIE, PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7709,"MOUSSE CHOCOLATE RICH",  296,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7710,"MOUSSE CHOCOLATE NOT HOMEMADE NOT RICH",  296,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7713,"SPOTTED DICK",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7714,"MARS BAR MILK",  141,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7715,"SOYA ALTERNATIVE TO MILK FLAVOURED",   90,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7716,"COFFEE WHITENER POWDER, FULL FAT, DRY WEIGHT",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7717,"COFFEE MATE POWDER",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7718,"ELMLEA WHIPPING CREAM",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7719,"SMATANA",  510,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7720,"DREAM TOPPING MADE UP WITH SEMI-SKIMMED MILK",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7722,"ONIONS-SPRING-BULB & TOP RAW",   80,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7725,"COTTAGE CHEESE LOW FAT PLAIN",1.11e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7726,"COTTAGE CHEESE, LOW FAT WITH ADDITIONS",1.11e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7727,"CHEESE EDAM REDUCED FAT",1.11e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7728,"RICOTTA",1.11e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7731,"CHEESE, CHEDDAR TYPE, HALF FAT",1.11e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7733,"CHEESE SPREAD WITH SUNFLOWER OIL",1.11e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7734,"QUARK",1.11e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7735,"FROMAGE FRAIS, FULL FAT, NATURAL, UNSWEETENED",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7738,"FROMAGE FRAIS, VIRTUALLY FAT FREE, NATURAL, UNSWEET",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7739,"FROMAGE FRAIS VIRTUALLY FAT FREE, FRUIT, NO ARTFICIAL SWEETNER",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7740,"FROMAGE FRAIS MOUSSE, E.G. PETITS FILOUS",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7741,"YOGURT, GREEK STYLE, COWS, NATURAL, WHOLE MILK",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7742,"GREEK YOGURT SHEEP",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7743,"YOGURT, SOYA ALTERNATIVE, FRUIT, NOT FORTIFIED",   90,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7753,"YOGURT FRUIT MOUSSE",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7755,"YOGURT DRINK CONTAINING FRUIT PUREE",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7757,"YOGURT ICE CREAM",  400,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7758,"ICE CREAM REDUCED CALORIE",  400,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7759,"ICE CREAM DESSERTS E.G. WALLS VIENNETTA",  400,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7760,"KULFI INDIAN ICE-CREAM",  400,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7761,"MILK ICE LOLLIES",  400,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7762,"ICE-LOLLIES NOT WITH ADDED VITAMIN C",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7763,"EGG FRIED WITHOUT FAT",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7764,"SCOTCH EGG MINI",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7765,"SCRAMBLED EGG WITHOUT MILK",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7766,"CURRIED OMELETTE /EGG MASALA",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7767,"EGG FU YUNG",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7768,"EGG NOG",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7769,"EGGY BREAD W/M MILK BLEND OIL",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7772,"MUSHROOM QUICHE NOT WHOLEMEAL",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7773,"WELSH RAREBIT MADE WITH WHOLEMEAL TOAST",1.11e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7775,"REDUCED FAT SPREAD (41-62%) NOT POLYUNSATURATED",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7777,"CHICKEN, SWEET AND SOUR, NO BONES, WITH SAUCE INC TAKEAWAY",  530,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7778,"CHICKEN LASAGNE CODE 7778",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7779,"CHILLI CON CARNE CANNED",1.07e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7780,"BOLOGNESE SAUCE CANNED",1.13e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7782,"MEAT BALLS AND PASTA/BAKED BEANS",1.27e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7784,"SAUSAGES ECONOMY FRIED",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7785,"SAUSAGES, PORK, ECONOMY, GRILLED",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7786,"SAUSAGES PORK SKINLESS FRIED",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7787,"SAUSAGES PORK SKINLESS GRILLED",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7788,"SAUSAGES PORK AND BEEF FRIED",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7789,"SAUSAGES PORK & BEEF SKINLESS GRILLED",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7790,"SAUSAGES BEEF SKINLESS FRIED",1.27e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7791,"SAUSAGES BEEF SKINLESS GRILLED",1.27e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7792,"SAUSAGES PREMIUM PORK FRIED",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7793,"SAUSAGES, PREMIUM PORK, GRILLED",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7794,"GRILLSTEAKS LOW FAT GRILLED",1.27e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7795,"GRILLSTEAKS LOW FAT FRIED",1.27e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7796,"PORK PIE BUFFET",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7798,"COD BAKED OR GRILLED NO BUTTER",  420,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7799,"HADDOCK BAKED OR GRILLED NO BUTTER",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7800,"HADDOCK BAKED OR GRILLED WITH BUTTER",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7801,"HADDOCK NO COATING FRIED IN BLENDED VEG OIL",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7802,"HADDOCK NO COATING FRIED IN BUTTER",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7805,"HADDOCK NO COATING FRIED IN HARD MARGARINE",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7806,"HADDOCK NO COATING FRIED IN PUFA",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7807,"HADDOCK COATED IN BATTER FRIED IN BLEND VEG OIL",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7808,"HADDOCK COATED IN BATTER FRIED IN BLENDED VEG OIL TAKEAWAY",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7811,"HADDOCK IN BATTER FRIED IN PUFA OIL",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7812,"HADDOCK IN BREADCRUMBS FRIED IN BLENDED VEG OIL",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7815,"HADDOCK IN BREADCRUMBS FRIED IN PUFA OIL",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7816,"HADDOCK COATED IN FLOUR FRIED IN BLENDED VEG OIL",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7817,"HADDOCK STEAMED NO BUTTER",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7818,"HADDOCK POACHED IN MILK AND BUTTER",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7819,"HADDOCK SMOKED POACHED IN WATER",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7820,"HADDOCK SMOKED POACHED IN MILK AND BUTTER",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7821,"PLAICE BAKED GRILLED NO BUTTER NO BONES NO SKIN",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7822,"PLAICE BAKED/GRILLED WITH BUTTER NO BONES/SKIN",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7823,"WHITING BAKED OR GRILLED NO BUTTER/BONES/SKIN",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7824,"WHITING BAKED/GRILLED WITH BUTTER NO BONE/SKIN",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7825,"KIPPER BOIL IN BAG BOILED WITH BUTTER",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7826,"SALMON, PINK, CANNED IN BRINE FISH ONLY",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7827,"SALMON, PINK, CANNED IN BRINE NOT SKINLESS AND BONELESS",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7828,"PILCHARDS CANNED IN BRINE FISH ONLY",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7829,"COCKLES CANNED BOTTLED NO SHELLS", 64.9,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7830,"MUSSELLS CANNED BOTTLED NO SHELLS", 64.9,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7831,"CRABSTICKS",  420,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7837,"RED SNAPPER FRIED",  420,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7839,"BAKED BEANS LOW FAT SAUSAGE",  330,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7840,"BAKED BEANS WITH PASTA",  150,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7842,"BROCCOLI-SPROUTING RAW",   80,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7843,"BROCCOLI-SPROUTING BOILED",  160,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7844,"CABBAGE-JANUARY KING-RAW",   80,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7845,"CABBAGE-JANUARY KING-FRESH BOILED",  160,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7846,"CABBAGE-SUMMER RAW",   80,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7847,"CABBAGE-SUMMER FRESH BOILED",  160,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7848,"CHICORY-FRESH BOILED",  160,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7852,"KOHL RABI-BOILED",  160,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7853,"LETTUCE-BUTTERHEAD-RAW",   80,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7854,"LETTUCE-COS-RAW",   80,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7855,"LETTUCE-ICEBERG RAW",   80,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7856,"LETTUCE-WEBB",   80,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7857,"PEPPERS-RED-FRESH UNCOOKED",   80,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7858,"VEGETABLE SAUSAGE ROLL",  260,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7859,"VEGETABLE PASTY PURCHASED",  260,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7862,"POTATO SALAD",  220,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7863,"CHIPS MICROWAVE ONLY",  260,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7868,"THICK CRINKLE CRISPS EG REAL MC COYS",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7870,"CRINKLE CRISPS FRIED IN HIGH OLEIC SUNF OIL EG WALKERS CRINKLES",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7871,"SQUARE CRISPS",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7872,"POTATO RINGS EG HULA HOOPS",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7874,"RINGOS OTHER CEREAL WHEATFLOUR AND POTATO SNACKS",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7875,"CHIPSTICKS OTHER POTATO & CORN STICKS",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7876,"TORTILLA CHIPS",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7878,"WHEAT CRUNCHIES",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7884,"CASHEW NUTS ROASTED AND SALTED",  300,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7885,"YOGURT COATED PEANUTS/RAISINS",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7886,"FRUIT SPREAD WITH EDIBLE SEEDS",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7887,"FRUIT SPREADS STONE FRUIT",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7888,"DRINKING CHOCOLATE INSTANT NO SUGAR DRIED",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7890,"INSTANT LOW CALORIE CHOCOLATE DRINK DRY WT",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7891,"COFFEE ICED OF FRAPPE",  141,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7892,"BABY PURE FRUIT JUICE CONCENTRATE FORTIFIED WITH VITAMIN C",  144,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7893,"INFANT AND TODDLER FRUIT JUICE AND WATER DRINKS RTD, WITH ADDED VIT C", 43.2,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7894,"COLA CHERRY COLA CANNED NOT LOW CALORIE",   26,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7895,"COLA NOT CANNED NOT LOW CALORIE NOT CAFFEINE FREE",   26,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7896,"COLA CHERRY COLA LOW CALORIE OR ZERO CANNED NOT CAFFEINE FREE",   22,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7897,"COLA LOW CALORIE NOT CANNED NOT CAFFEINE FREE",   22,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7898,"CARBONATED LEMONADE CANNED LOW CALORIE",   24,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7899,"LEMONADE LOW CALORIE NOT CANNED",   24,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7900,"CARBONATED BEVERAGES NO JUICE NOT LOW CAL CANNED",   26,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7901,"CARBONATED BEVS NO JUICE NOT LOW CAL NOT CANNED",   26,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7902,"CARBONATED BEVERAGE NO JUICE CANNED LOW CALORIE",   22,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7903,"CARBONATED BEVERAGES NO JUICE LOW CAL NOT CANNED",   22,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7910,"PEAR JUICE DRINKS CARBONATED NOT CANNED NOT LOW CALORIE",  104,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7911,"SINGLE STRENGTH HIGH JUICE FRUIT CONCENTRATE, NOT NAS, NOT BLACKCURRANT", 42.5,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7912,"MIXED FRUIT JUICE DRINK, RTD, NOT LOW CAL, NOT BLACKCURRANT, 50-70% FRUIT",  104,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7913,"SINGLE STRENGTH FORTIFIED HIGH JUICE FRUIT CONCENTRATE, NOT NAS, BLACKCURRANT", 42.5,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7914,"HIGH JUICE RTD BLACKCURRANT NOT LOW CAL", 42.5,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7915,"SINGLE STRENGTH FRUIT CONCENTRATE, NOT NAS, BLACKCURRANT, NOT ROBINSONS, SUGAR~10.9G/100G", 42.5,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7919,"C-VIT CONC BLACKCURRANT", 42.5,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7921,"THOUSAND ISLAND DRESSING LOW CALORIE",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7922,"WHITE SAUCE SKIMMED MILK",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
