FoodNumber,FoodName,CO2e,CO2eRef
2642,"INSTANT POTATO POWDER",  220,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2643,"WHOLEMEAL FLOUR WITH LOSSES",  293,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2644,"SPONGE CAKE WITH MARGARINE, NOT CHOCOLATE, HOMEMADE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2645,"CHOCOLATE SAUCE",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2646,"BEANS BAKED CANNED LOW SUGAR/ NO ADDED SUGAR",  150,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2647,"WATER CHESTNUTS CANNED DRAINED",  160,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2649,"PLAICE WITH COOKING LOSSES",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2650,"MANGE TOUT FRESH/FROZEN BOILED",  125,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2651,"SUPER CONCENTRATED FRUIT DRINK NOT LOW CALORIE",  104,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2652,"ICE MAGIC ICE CREAM TOPPING SAUCE",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2653,"POTATO WAFFLES FRITTERS ALPHABITES HASH BROWNS RAW",  260,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2654,"POTATO CROQUETTES GRILLED",  260,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2655,"BEANBURGER RED KIDNEY BEAN WITH BUN + RELISH",  300,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2656,"LAMBS LIVER WITH LOSSES",  670,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2660,"TZATZIKI",   80,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2662,"FRUIT SYRUP CANNED",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2663,"BEEF CURRY VESTA AS SERVED WITH RICE",  900,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2665,"DRIED MIXED FRUIT",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2666,"SWEETCORN ON THE COB. KERNELS ONLY RAW",   80,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2670,"OVALTINE LIGHT INSTANT LOW FAT DRY WEIGHTS",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2671,"PAPADUMS/POPPADOMS RAW",  320,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2672,"CHICKEN BURGER COATED GRILLED",  520,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2677,"RABBIT MEAT RAW FROZEN",  420,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2678,"SKATE RAW",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2681,"ELMLEA IMITATION DOUBLE CREAM",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2682,"WINE OR SHERRY AFTER COOKING IN STEWS",  167,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2683,"TOMATO PUREE WITH COOKING LOSSES",  140,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2684,"SUGAR FREE ANGEL DELIGHT DRY WEIGHT",  158,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2687,"OATS WITH LOSSES ON BOILING",  259,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2689,"LEMON JUICE 50% VIT C LOSS",  104,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2691,"LOW FAT NOT BAKED CRISPS",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2693,"RICE WITH LOSSES",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2700,"YOGURT, VIRTUALLY FAT FREE, NATURAL, UNSWEETENED",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2701,"YOGURT, VIRTUALLY FAT FREE, FRUIT WITH ARTIFICIAL SWEETENER",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2702,"YOGURT, LOW FAT, FRENCH SET, FRUIT",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2703,"CHEESE SOFT FULL FAT. PHILADELPHIA TYPE",1.11e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2704,"FRENCH DRESSING-LOW FAT E.G. M&S",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2705,"CHICKEN LEG, MARINATED, BBQ OR GRILLED, MEAT ONLY",  390,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2706,"CHICKEN ESCALOPE WITH CORONATION SAUCE EG BERNARD MATTHEWS",  580,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2709,"CREME BRULEE",  158,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2710,"QUICHE, CHEESE AND ONION, PURCHASED",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2711,"PHYSALIS (CAPE GOOSEBERRY)",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2712,"VITAMIN B6 TABLETS 82MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
2713,"KELP TABLETS WITH 150 MICROGRAM IODINE",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
2714,"CHICKEN ARRABIATA READY MEAL",  400,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2715,"ECHINACEA TABLETS, ANY DOSE",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
2717,"CHICKEN ENCHILLADAS PURCHASED",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2718,"CALCIUM TABLETS (600MG) PLUS VITAMIN D (3 MICRO GRAM)",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
2719,"BEEF STIR FRY WITH GREEN PEPPERS AND BLACKBEAN SAUCE",1.28e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2721,"SCRAMBLED EGGS WITH SKIMMED MILK AND NO FAT",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2722,"MONKFISH, GRILLED",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2724,"CHICKEN JALFREZI, TAKEAWAY",  530,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2726,"TAGLIATELLE CARBONARA, REDUCED FAT, READY MEAL, E.G. ASDA HEALTHY CHOICE",1.11e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2727,"DUCK, CRISPY CHINESE, MEAT ONLY",  420,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2728,"PANCAKES, SERVED WITH DUCK, CRISPY, CHINESE ONLY",  420,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2729,"SWORDFISH, GRILLED",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2730,"LOW FAT YOGURT, CONTAINING FRUIT, BENECOL ONLY",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2731,"GARLIC MUSHROOMS, NOT BREADED",  480,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2733,"TEMPURA (PRAWNS, SOLE, COLEY AND HADDOCK IN BATTER) FROM A RESTAURANT.",  420,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2734,"SWEET AND SOUR CHICKEN, LOW FAT, READY MEAL, E.G. ASDA HEALTHY CHOICE",  530,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2735,"RICE CAKES WITH ADDED SUGAR NO CHOCOLATE",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2736,"ROASTED DUCK IN PLUM SAUCE, READY MEAL E.G. SAINBURY'S",  440,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2737,"ROCK SALMON/DOGFISH RAW",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2739,"SLIMFAST RTD MEAL REPLACEMENT DRINK",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2742,"BENECOL LIGHT CREAM CHEESE SPREAD",1.11e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2743,"PIZZA, VEGETABLE, LOWER FAT",  380,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2744,"MACARONI AND CAULIFLOWER CHEESE WITH UHT SEMI-SKIMMED MILK",  220,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2746,"WHOLEMEAL BREAD PUDDING",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2750,"ONION SAUCE MADE WITH SKIMMED MILK",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2751,"COUS COUS WITH SALAD",  320,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2752,"CHICKEN CASSEROLE WITH MUSHROOMS AND ONIONS",  400,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2753,"OMELETTE WITH POTATO, BACON AND CHEESE",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2755,"HOLLANDAISE SAUCE",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2758,"THREE BEAN SALAD",  300,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2764,"CHEESE SAUCE, MADE WITH REDUCED FAT SPREAD AND SKIMMED MILK",1.11e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2771,"SEAFOOD (MUSSELS, KING PRAWNS AND CALAMARI) IN TOMATO SAUCE",  420,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2772,"CORNED BEEF HASH WITH CARROTS AND GRAVY",1.04e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2774,"LAMB CURRY WITH GHEE",1.18e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2775,"LAMB CURRY PASTIES",  670,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2777,"CHAPATIS WITH PUFA OIL AND GHEE",  162,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2778,"FRUIT CAKE MADE WITH WHITE AND WHOLEMEAL FLOUR",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2783,"RHUBARB CRUMBLE WITH OATS & PUFA MARGARINE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2788,"CHICKEN A LA KING (WITH MUSHROOMS, PEPPERS AND SYNTHETIC CREAM)",  400,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2790,"APRICOT TART",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2791,"MOUSSAKA WITH MINCED BEEF, AUBERGINES, NO POTATO, NO CHEESE",1e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2795,"BANANA BREAD, HOMEMADE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2796,"MARINATED HUSS",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2802,"RATATOUILLE WITH GREEN PEPPERS AND COURGETTES, NO TOMATOES",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2804,"BUTTERSCOTCH TART, MADE WITH SHORTCRUST PASTRY",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2808,"TOMATO SAUCE WITH SARDINES",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2809,"TUNA PASTA",  329,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2810,"BEEF CURRY WITH TOMATO",  900,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2819,"CHICKEN IN COOK IN SAUCE WITH HONEY AND MUSTARD",  420,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2820,"SUSHI, TUNA BASED",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2821,"SUSHI, VEGETARIAN",  270,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2823,"SALMON IN BATTER",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2825,"LANCASHIRE HOT POT WITH POTATOES AND BUTTER, NO VEG",  670,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2826,"CHICKEN AND BACON PASTA GRATIN RETAIL",  410,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2827,"BROCCOLI AND TOMATO MORNAY E.G. TESCO",  220,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2828,"BACON FLAVOURED TVP AND SOYA RASHERS",  300,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2829,"SAUSAGE MEAT STUFFING WITH APRICOTS AND ALMONDS",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2830,"VITAMIN A CAPSULE 2400 MICRO GRAMS",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
2831,"SALMON OCEAN PIE E.G. YOUNGS",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2832,"VITAMIN E CAPSULE 335MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
2833,"GLUCOSAMINE SULPHATE CAPSULES",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
2834,"MILK THISTLE OR SILYMARIN CAPSULES",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
2842,"WHEAT GRAINS, COOKED E.G. EBLY",  320,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2844,"CAPPUCCINO, INSTANT, WITH WHITENER, NO SUGAR, DRY WEIGHT",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2845,"TOMATO SAUCE WITH ANCHOVIES",  140,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2849,"FLORA PRO ACTIV LIGHT SPREAD ONLY",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2852,"CHOC ICES, REDUCED FAT E.G. FLYTE ICE CEAM BAR",  400,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2853,"SUPERMALT/MIGHTY MALT PREMIUM-NON ALCOHOLIC ENERGY MALT DRINK",   72,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2863,"GRAVY, WITH BEER, NO VEGETABLES",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2885,"BEEF BOURGUIGNON, NO OIL",1.28e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2886,"STEAK, MUSHROOM AND ONION PIE",1.2e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2889,"TUNA MOUSSE WITH MAYONAISE",  329,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2893,"PORK BALLS IN TOMATO SAUCE",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2900,"CAULIFLOWER CHEESE WITH BUTTER AND SEMI-SKIMMED MILK",  220,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2920,"VITAMIN E CAPSULE, 350MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
2934,"CASSATA - ICE-CREAM WITH CHOCOLATE,NUTS & FRUIT",  400,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2935,"APPLE WEDGES WITH SUGAR & CRUMBLE MIX",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2941,"CHERRY FRANZIPAN / FRANGIPANI FLAN",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2951,"FISH AND SEAFOOD CHOWDER",  420,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2954,"CRANBERRY 5000MG TABLET",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
2955,"KFC ZINGER TOWER BURGER INC CHEESE AND HASH BROWN",  520,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2956,"VITAMIN E TABLET, 167MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
2957,"CHICKEN CURRY, LOW FAT WITH COCONUT, TOMATO AND RICE",  530,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2958,"PRAWN CURRY, LOW FAT WITH COCONUT, TOMATO AND RICE  E.G ASDA HEALTHY EATING",  420,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
2959,"VITAMIN E CAPSULE, 670MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
2962,"CHICKEN BREASTS, WITH SKIN, TOMATO AND VEGETABLE SAUCE",  580,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
